visit_date,name,dob,Theft_occured
10/07/2016,Helen Coleman,9/02/1996,0
10/07/2016,Frank White,10/02/1996,0
10/07/2016,Eleanor Snyder,12/02/1996,0
10/07/2016,Francis Bunting,24/02/1996,0
10/07/2016,Haley Fundora,2/03/1996,0
10/07/2016,Linda Gomez,8/03/1996,0
10/07/2016,Susan Brown,23/03/1996,0
10/07/2016,Gayla Marroquin,2/04/1996,0
10/07/2016,Jennifer Thornbury,2/04/1996,0
10/07/2016,Cheryl Robinson,5/04/1996,0
10/07/2016,Dawn Burns,6/04/1996,0
10/07/2016,Jimmy Smiley,19/04/1996,0
10/07/2016,Pete Bobb,22/04/1996,0
10/07/2016,Henry Torres,2/05/1996,0
10/07/2016,George Walters,4/05/1996,0
10/07/2016,John Flora,15/05/1996,0
10/07/2016,Roger Ballance,16/05/1996,0
10/07/2016,Michelle Hampton,20/05/1996,0
10/07/2016,Michael Selfridge,22/05/1996,0
10/07/2016,Sheila Fitzgerald,30/05/1996,0
10/07/2016,Sarah Mckeon,2/06/1996,0
10/07/2016,Lydia Howard,3/06/1996,0
10/07/2016,Clayton Hudson,4/06/1996,0
10/07/2016,Kathleen Zerbe,6/06/1996,0
10/07/2016,Jason Villegas,8/06/1996,0
10/07/2016,Brian Lane,16/06/1996,0
10/07/2016,Henry Brunson,21/06/1996,0
10/07/2016,Mary Murray,17/07/1996,0
10/07/2016,Myra Segura,28/07/1996,0
10/07/2016,Matthew Foster,4/08/1996,0
10/07/2016,Debbie Kern,6/08/1996,0
10/07/2016,Dora Sims,15/08/1996,0
10/07/2016,Lucia Davis,22/08/1996,0
10/07/2016,Cynthia Allen,29/08/1996,0
10/07/2016,Ruth Vise,1/09/1996,0
10/07/2016,Shawn Jimeson,2/09/1996,0
10/07/2016,Janet Greene,6/09/1996,0
10/07/2016,Arthur Freund,7/09/1996,0
10/07/2016,Lucy Watson,11/09/1996,0
10/07/2016,Lisa Walker,14/09/1996,0
10/07/2016,Lisa Clark,22/09/1996,0
10/07/2016,Matthew Stamour,24/09/1996,0
10/07/2016,Woodrow Johnston,28/09/1996,0
10/07/2016,Joshua Braswell,29/09/1996,0
10/07/2016,Benjamin Kave,1/10/1996,0
10/07/2016,Jenni Ager,1/10/1996,0
10/07/2016,Sanford Huffman,2/10/1996,0
10/07/2016,Charles Ramos,7/10/1996,0
10/07/2016,Geraldine Fried,27/10/1996,0
10/07/2016,Willie Gould,8/11/1996,0
10/07/2016,Valeria Vickers,12/11/1996,0
10/07/2016,Nicholas Ibarra,13/11/1996,0
10/07/2016,Susan Medina,17/11/1996,0
10/07/2016,James Albers,25/11/1996,0
10/07/2016,Christine Victoria,26/11/1996,0
10/07/2016,John Borden,27/11/1996,0
10/07/2016,Mae Trent,29/11/1996,0
10/07/2016,Fred Massenburg,2/12/1996,0
10/07/2016,Suzanne Larson,2/12/1996,0
10/07/2016,Marcus Cox,5/12/1996,0
10/07/2016,Adam Dorsette,7/12/1996,0
10/07/2016,Justin Jackson,17/12/1996,0
10/07/2016,Kirk Muniz,19/12/1996,0
10/07/2016,James Sanchez,24/12/1996,0
10/07/2016,Olivia Aspinall,24/12/1996,0
10/07/2016,Leroy Samela,27/12/1996,0
10/07/2016,Mario Heilmann,30/12/1996,0
10/07/2016,Samuel Fierro,2/01/1997,0
10/07/2016,Homer Castro,10/01/1997,0
10/07/2016,Mohammad Simonds,12/01/1997,0
10/07/2016,Jeanette Kiser,16/01/1997,0
10/07/2016,Jeanine Jones,16/01/1997,0
10/07/2016,Hector Selman,20/01/1997,0
10/07/2016,Earl Weber,24/01/1997,0
10/07/2016,David Graves,3/02/1997,0
10/07/2016,Yvonne Knowles,3/02/1997,0
10/07/2016,Phillip Brown,8/02/1997,0
10/07/2016,Michael Hill,16/02/1997,0
10/07/2016,Alfredo Vinci,8/03/1997,0
10/07/2016,Bryant Ahearn,8/03/1997,0
10/07/2016,Carolyn Schimmel,19/03/1997,0
10/07/2016,Thomas Kim,19/03/1997,0
10/07/2016,Robin Wilson,22/03/1997,0
10/07/2016,Shanae Platt,24/03/1997,0
10/07/2016,Kim Palmer,27/03/1997,0
10/07/2016,Thomas Mann,5/04/1997,0
10/07/2016,Jeanette Stupar,10/04/1997,0
10/07/2016,Roger Williams,10/04/1997,0
10/07/2016,David Phillips,12/04/1997,0
10/07/2016,Dwight Roland,12/04/1997,0
10/07/2016,Adrienne Raney,16/04/1997,0
10/07/2016,Sandra Gavenda,24/04/1997,0
10/07/2016,April King,2/05/1997,0
10/07/2016,Phillis Mclain,5/05/1997,0
10/07/2016,William Jones,5/05/1997,0
10/07/2016,Brad Friedman,6/05/1997,0
10/07/2016,Evelyn Garcia,11/05/1997,0
10/07/2016,Charles Crandall,12/05/1997,0
10/07/2016,Shirley Hatfield,12/05/1997,0
10/07/2016,Leonard Poole,14/05/1997,0
10/07/2016,Bruce Killeen,23/05/1997,0
10/07/2016,Marisa Smiley,23/05/1997,0
10/07/2016,Ada Tejeda,24/05/1997,0
10/07/2016,Polly Mujalli,28/05/1997,0
10/07/2016,Christopher Mather,2/06/1997,0
10/07/2016,Kellie Florio,13/06/1997,0
10/07/2016,Kim Langer,13/06/1997,0
10/07/2016,William Becker,20/06/1997,0
10/07/2016,Benjamin Collins,25/06/1997,0
10/07/2016,Deborah Peralez,8/07/1997,0
10/07/2016,Teresa Bahlmann,9/07/1997,0
10/07/2016,Russell Jordan,11/07/1997,0
10/07/2016,Charles Betts,18/07/1997,0
10/07/2016,Frank Figueroa,23/07/1997,0
10/07/2016,Lucia Burkett,30/07/1997,0
10/07/2016,Barbara Grams,3/08/1997,0
10/07/2016,Jennifer Linder,12/08/1997,0
10/07/2016,Mary Hill,19/08/1997,0
10/07/2016,Marsha Kennedy,27/08/1997,0
10/07/2016,Donald Reddout,29/08/1997,0
10/07/2016,Isreal Jones,5/09/1997,0
10/07/2016,Lucille Bell,7/09/1997,0
10/07/2016,Keith Sharp,23/09/1997,0
10/07/2016,Christina Angell,27/09/1997,0
10/07/2016,Jessica Flynn,4/10/1997,0
10/07/2016,Kenneth Hartley,14/10/1997,0
10/07/2016,Donna Dengler,25/10/1997,0
10/07/2016,David Rufino,2/11/1997,0
10/07/2016,Anne Bauer,14/12/1997,0
11/07/2016,Corey Jackson,7/09/1990,0
11/07/2016,Steven Estevez,13/01/1992,0
11/07/2016,Sherry Wilder,26/04/1992,0
11/07/2016,Roberta Miller,25/06/1992,0
11/07/2016,Pablo Weidler,27/09/1992,0
11/07/2016,Robert Williams,2/04/1993,0
11/07/2016,Michael Mcbride,26/04/1993,0
11/07/2016,Dale Kirkwood,22/05/1993,0
11/07/2016,Geraldine Arreola,27/05/1993,0
11/07/2016,Patricia Whitley,8/06/1993,0
11/07/2016,Ray Martin,29/08/1993,0
11/07/2016,Mary Garret,12/11/1993,0
11/07/2016,Marion Marceau,20/11/1993,0
11/07/2016,Debora Dukes,23/11/1993,0
11/07/2016,Karen Keeney,25/12/1993,0
11/07/2016,Stephen Diggins,18/01/1994,0
11/07/2016,John Bona,22/03/1994,0
11/07/2016,Maria Troutman,25/04/1994,0
11/07/2016,Domingo Banks,12/06/1994,0
11/07/2016,David Gismondi,21/07/1994,0
11/07/2016,Janice Mcnatt,28/08/1994,0
11/07/2016,Emelda Clay,29/08/1994,0
11/07/2016,Joann Dimick,9/10/1994,0
11/07/2016,Brandon Moore,25/10/1994,0
11/07/2016,Effie Garcia,14/11/1994,0
11/07/2016,Dong Brett,17/11/1994,0
11/07/2016,Kirby Roberts,26/11/1994,0
11/07/2016,Aaron Nelson,12/12/1994,0
11/07/2016,Barbara Mchale,19/12/1994,0
11/07/2016,Theresa Dixon,28/12/1994,0
11/07/2016,Chris Collins,12/02/1995,0
11/07/2016,Rebecca Lynch,25/02/1995,0
11/07/2016,Caleb Jobe,2/03/1995,0
11/07/2016,Marcus Jones,9/03/1995,0
11/07/2016,Samuel Zubiate,9/03/1995,0
11/07/2016,Adrian Whapham,11/03/1995,0
11/07/2016,Phillip Daley,12/03/1995,0
11/07/2016,Dorothy Elkins,12/04/1995,0
11/07/2016,Elisha Bernstein,23/04/1995,0
11/07/2016,Lyle Hemenway,3/05/1995,0
11/07/2016,Zofia Treinen,6/05/1995,0
11/07/2016,Fredrick Acevedo,7/05/1995,0
11/07/2016,Walter Chesnutt,24/05/1995,0
11/07/2016,Karla Breaux,10/07/1995,0
11/07/2016,Willie Gould,10/07/1995,0
11/07/2016,Ralph Brisson,26/07/1995,0
11/07/2016,Thomas Conlon,7/08/1995,0
11/07/2016,Thomas Cole,11/08/1995,0
11/07/2016,Mary Bell,17/08/1995,0
11/07/2016,Kathryn Chapman,18/08/1995,0
11/07/2016,Marcia Coleman,8/09/1995,0
11/07/2016,Wendy Faison,10/09/1995,0
11/07/2016,Kathleen Benzi,15/09/1995,0
11/07/2016,Cynthia Vanwinkle,27/09/1995,0
11/07/2016,John Ramirez,29/09/1995,0
11/07/2016,Thomas Collins,1/10/1995,0
11/07/2016,Darlene Cunha,6/10/1995,0
11/07/2016,Thaddeus Diaz,9/10/1995,0
11/07/2016,Edward Brown,11/10/1995,0
11/07/2016,Todd Thompson,13/10/1995,0
11/07/2016,Charles Postell,31/10/1995,0
11/07/2016,Lynn Bernhart,13/11/1995,0
11/07/2016,Denise Sullivan,14/11/1995,0
11/07/2016,Betty Kessler,17/11/1995,0
11/07/2016,Rafael Ellis,17/11/1995,0
11/07/2016,Dawn Gandara,9/12/1995,0
11/07/2016,Guillermo Johnson,10/12/1995,0
11/07/2016,Vickie Leathers,15/12/1995,0
11/07/2016,Daniel Laster,31/12/1995,0
11/07/2016,Maida Valdez,1/01/1996,0
11/07/2016,Margaret Hickman,8/01/1996,0
11/07/2016,Wes Carlson,13/01/1996,0
11/07/2016,Jeffery Rosenthal,30/01/1996,0
11/07/2016,Tristan Chen,1/02/1996,0
11/07/2016,Victor Ortiz,3/02/1996,0
11/07/2016,John Davis,5/02/1996,0
11/07/2016,Arlena Raven,11/02/1996,0
11/07/2016,Julia Lewis,13/02/1996,0
11/07/2016,Samantha Vazquez,19/02/1996,0
11/07/2016,Francis Bunting,24/02/1996,0
11/07/2016,Toby Baker,29/02/1996,0
11/07/2016,Claude Stein,1/03/1996,0
11/07/2016,Haley Fundora,2/03/1996,0
11/07/2016,Kimberly Barksdale,5/03/1996,0
11/07/2016,Donna Hull,8/03/1996,0
11/07/2016,Linda Gomez,8/03/1996,0
11/07/2016,Susan Brown,23/03/1996,0
11/07/2016,Herman Briggs,29/03/1996,0
11/07/2016,Robert Tweed,29/03/1996,0
11/07/2016,Gayla Marroquin,2/04/1996,0
11/07/2016,James Smith,10/04/1996,0
11/07/2016,Hazel Olberding,16/04/1996,0
11/07/2016,Sharleen Johnson,17/04/1996,0
11/07/2016,Freddie Longoria,20/04/1996,0
11/07/2016,Joan Robinson,22/04/1996,0
11/07/2016,Holly Walker,25/04/1996,0
11/07/2016,Roger Ballance,16/05/1996,0
11/07/2016,Michael Selfridge,22/05/1996,0
11/07/2016,Kimberly Fletcher,23/05/1996,0
11/07/2016,Brian Rodriguez,28/05/1996,0
11/07/2016,Sherry Stewart,7/06/1996,0
11/07/2016,Jason Villegas,8/06/1996,0
11/07/2016,Lisa Hazelwood,14/06/1996,0
11/07/2016,Henry Brunson,21/06/1996,0
11/07/2016,Florine Kim,14/07/1996,0
11/07/2016,Sheila Burch,18/07/1996,0
11/07/2016,Nellie Carney,19/07/1996,0
11/07/2016,April Thompson,28/07/1996,0
11/07/2016,Myra Segura,28/07/1996,0
11/07/2016,Cheryl Harris,30/07/1996,0
11/07/2016,Melanie Cooke,31/07/1996,0
11/07/2016,Debbie Kern,6/08/1996,0
11/07/2016,James Rainey,13/08/1996,0
11/07/2016,Cassidy Williams,14/08/1996,0
11/07/2016,Edith Alexander,18/08/1996,0
11/07/2016,David Reid,27/08/1996,0
11/07/2016,Stephen Moskovitz,27/08/1996,0
11/07/2016,Leroy Gennaro,30/08/1996,0
11/07/2016,Maude Faulkner,2/09/1996,0
11/07/2016,Janet Greene,6/09/1996,0
11/07/2016,Arthur Freund,7/09/1996,0
11/07/2016,Libby Locke,13/09/1996,0
11/07/2016,Vanessa Roberts,18/09/1996,0
11/07/2016,Lisa Clark,22/09/1996,0
11/07/2016,Benjamin Kave,1/10/1996,0
11/07/2016,Jenni Ager,1/10/1996,0
11/07/2016,Sanford Huffman,2/10/1996,0
11/07/2016,Harry Duncan,7/10/1996,0
11/07/2016,Jaime Farrow,7/10/1996,0
11/07/2016,Michael Denton,13/10/1996,0
11/07/2016,Patrick Gaff,18/10/1996,0
11/07/2016,Fred Aderholt,25/10/1996,0
11/07/2016,Craig Burks,4/11/1996,0
11/07/2016,Willie Gould,8/11/1996,0
11/07/2016,Virginia Gresham,9/11/1996,0
11/07/2016,Evalyn Kenney,14/11/1996,0
11/07/2016,Christine Victoria,26/11/1996,0
11/07/2016,Suzanne Larson,2/12/1996,0
11/07/2016,Owen Wessel,4/12/1996,0
11/07/2016,Keith Rains,15/12/1996,0
11/07/2016,Justin Jackson,17/12/1996,0
11/07/2016,Gary Arnold,30/12/1996,0
11/07/2016,Michelle Mcgriff,30/12/1996,0
11/07/2016,Samuel Fierro,2/01/1997,0
11/07/2016,Steven Lee,14/01/1997,0
11/07/2016,Clyde Bradley,15/01/1997,0
11/07/2016,Earl Weber,24/01/1997,0
11/07/2016,Yvonne Knowles,3/02/1997,0
11/07/2016,Carolyn Levins,6/03/1997,0
11/07/2016,Leslie Casey,7/03/1997,0
11/07/2016,Bryant Ahearn,8/03/1997,0
11/07/2016,Thomas Kim,19/03/1997,0
11/07/2016,Robin Wilson,22/03/1997,0
11/07/2016,Cathy Courtwright,26/03/1997,0
11/07/2016,Diane Hayes,27/03/1997,0
11/07/2016,Kim Palmer,27/03/1997,0
11/07/2016,Dean Jennings,30/03/1997,0
11/07/2016,Irma Tseng,6/04/1997,0
11/07/2016,Jeffrey Piro,7/04/1997,0
11/07/2016,Jeanette Stupar,10/04/1997,0
11/07/2016,Melissa Balser,11/04/1997,0
11/07/2016,Adrienne Raney,16/04/1997,0
11/07/2016,Ethel Gordon,16/04/1997,0
11/07/2016,Sandra Gavenda,24/04/1997,0
11/07/2016,Thomas Vanderwal,6/05/1997,0
11/07/2016,Charles Crandall,12/05/1997,0
11/07/2016,Leonard Poole,14/05/1997,0
11/07/2016,Lisa Gustavson,22/05/1997,0
11/07/2016,James Faulkner,23/05/1997,0
11/07/2016,Ada Tejeda,24/05/1997,0
11/07/2016,Polly Mujalli,28/05/1997,0
11/07/2016,Christopher Mather,2/06/1997,0
11/07/2016,Richard Hayhoe,5/06/1997,0
11/07/2016,German Gallian,12/06/1997,0
11/07/2016,Kellie Florio,13/06/1997,0
11/07/2016,Benjamin Collins,25/06/1997,0
11/07/2016,Nathaniel Malpass,2/07/1997,0
11/07/2016,Deborah Peralez,8/07/1997,0
11/07/2016,Teresa Bahlmann,9/07/1997,0
11/07/2016,Thomas Palomo,9/07/1997,0
11/07/2016,Russell Jordan,11/07/1997,0
11/07/2016,Esther Swain,12/07/1997,0
11/07/2016,Charles Betts,18/07/1997,0
11/07/2016,Morris Thompson,18/07/1997,0
11/07/2016,Thomas Harbert,21/07/1997,0
11/07/2016,Laura Ortiz,23/07/1997,0
11/07/2016,Heather Baxter,21/08/1997,0
11/07/2016,Donald Reddout,29/08/1997,0
11/07/2016,Alice Seidel,18/09/1997,0
11/07/2016,Jenny Mcnabb,25/09/1997,0
11/07/2016,Ernest Stewart,26/09/1997,0
11/07/2016,Robert Parker,1/10/1997,0
11/07/2016,Daniel Guzman,4/10/1997,0
11/07/2016,Kathryn Dean,11/10/1997,0
11/07/2016,Megan Lenoir,12/10/1997,0
11/07/2016,Robert Taylor,19/10/1997,0
11/07/2016,Carolyn Ave,29/10/1997,0
11/07/2016,Ana Coleman,5/11/1997,0
11/07/2016,Stephanie Dolphin,8/11/1997,0
11/07/2016,Felix Graham,12/11/1997,0
11/07/2016,Michelle Riesner,18/11/1997,0
12/07/2016,Gary Mullis,27/11/1989,0
12/07/2016,Samuel Casanova,12/03/1990,0
12/07/2016,Kenneth Hooker,27/05/1990,0
12/07/2016,Amanda Carnes,12/10/1991,0
12/07/2016,Sherry Wilder,26/04/1992,0
12/07/2016,Frances Bateman,6/05/1992,0
12/07/2016,Roberta Miller,25/06/1992,0
12/07/2016,Joyce Williams,26/09/1992,0
12/07/2016,Pablo Weidler,27/09/1992,0
12/07/2016,Ross Peele,3/10/1992,0
12/07/2016,Jose Goldman,15/10/1992,0
12/07/2016,Shirley Laswell,14/11/1992,0
12/07/2016,William Rasmussen,17/03/1993,0
12/07/2016,Heather Koehl,2/04/1993,0
12/07/2016,Dale Kirkwood,22/05/1993,0
12/07/2016,Patricia Whitley,8/06/1993,0
12/07/2016,Judith Sanders,26/08/1993,0
12/07/2016,Ray Martin,29/08/1993,0
12/07/2016,Chris Macmillan,1/09/1993,0
12/07/2016,Allison Larsen,16/10/1993,0
12/07/2016,Marion Marceau,20/11/1993,0
12/07/2016,Terri Kennedy,17/12/1993,0
12/07/2016,Karen Keeney,25/12/1993,0
12/07/2016,John Bona,22/03/1994,0
12/07/2016,Mary Laura,9/04/1994,0
12/07/2016,Maria Troutman,25/04/1994,0
12/07/2016,Richard Gwinn,9/07/1994,0
12/07/2016,Carey Hamilton,10/07/1994,0
12/07/2016,Susan Lee,10/07/1994,0
12/07/2016,David Gismondi,21/07/1994,0
12/07/2016,Marcelo Bourgeois,10/08/1994,0
12/07/2016,Tabitha Bower,21/08/1994,0
12/07/2016,Marcellus Hau,24/08/1994,0
12/07/2016,Roderick Anding,3/09/1994,0
12/07/2016,Brandon Moore,25/10/1994,0
12/07/2016,Effie Garcia,14/11/1994,0
12/07/2016,Kirby Roberts,26/11/1994,0
12/07/2016,Carl Dowling,9/01/1995,0
12/07/2016,Brenda Mathis,15/01/1995,0
12/07/2016,Phyllis Romero,24/03/1995,0
12/07/2016,Leonard Russell,9/04/1995,0
12/07/2016,Dorothy Elkins,12/04/1995,0
12/07/2016,Nathaniel Irving,18/04/1995,0
12/07/2016,Jennifer Brown,19/04/1995,0
12/07/2016,Stanley Barnett,22/04/1995,0
12/07/2016,Lyle Hemenway,3/05/1995,0
12/07/2016,Zofia Treinen,6/05/1995,0
12/07/2016,Byron Wafford,21/05/1995,0
12/07/2016,Edwin Oshea,27/05/1995,0
12/07/2016,Nicholas Acosta,5/06/1995,0
12/07/2016,Karla Breaux,10/07/1995,0
12/07/2016,Patrick Kerley,13/07/1995,0
12/07/2016,Deborah Rosenfeld,14/07/1995,0
12/07/2016,Ronald Stovall,18/07/1995,0
12/07/2016,David Lombardi,3/08/1995,0
12/07/2016,Margaret Magallanes,7/08/1995,0
12/07/2016,Thomas Conlon,7/08/1995,0
12/07/2016,Brenda Baker,16/08/1995,0
12/07/2016,Tom Jackson,29/08/1995,0
12/07/2016,Coleen Boender,5/09/1995,0
12/07/2016,Marcia Coleman,8/09/1995,0
12/07/2016,Sarah Wilds,8/09/1995,0
12/07/2016,Kenneth Caldeira,15/09/1995,0
12/07/2016,John Panchik,16/09/1995,0
12/07/2016,Cynthia Corbin,21/09/1995,0
12/07/2016,Darlene Cunha,6/10/1995,0
12/07/2016,Wayne Roop,9/10/1995,0
12/07/2016,Adam Berry,2/11/1995,0
12/07/2016,Lynn Bernhart,13/11/1995,0
12/07/2016,Jerry Carroll,19/11/1995,0
12/07/2016,Eula Wright,20/11/1995,0
12/07/2016,Hulda Nogle,13/12/1995,0
12/07/2016,Daniel Laster,31/12/1995,0
12/07/2016,Errol Dietrick,11/01/1996,0
12/07/2016,Nicole Mcglone,13/01/1996,0
12/07/2016,Susan Hart,13/01/1996,0
12/07/2016,Wes Carlson,13/01/1996,0
12/07/2016,Tristan Chen,1/02/1996,0
12/07/2016,Victor Ortiz,3/02/1996,0
12/07/2016,John Davis,5/02/1996,0
12/07/2016,Thomas Goleman,7/02/1996,0
12/07/2016,Robert Ewing,9/02/1996,0
12/07/2016,Frank White,10/02/1996,0
12/07/2016,Arlena Raven,11/02/1996,0
12/07/2016,Edgar Roth,19/02/1996,0
12/07/2016,Samantha Vazquez,19/02/1996,0
12/07/2016,Francis Bunting,24/02/1996,0
12/07/2016,John Gambill,4/03/1996,0
12/07/2016,Linda Gomez,8/03/1996,0
12/07/2016,Cynthia Barrier,10/03/1996,0
12/07/2016,Susan Brown,23/03/1996,0
12/07/2016,James Smith,10/04/1996,0
12/07/2016,Hazel Olberding,16/04/1996,0
12/07/2016,James Lundborg,2/05/1996,0
12/07/2016,Betty Young,15/05/1996,0
12/07/2016,Michael Selfridge,22/05/1996,0
12/07/2016,Sheila Fitzgerald,30/05/1996,0
12/07/2016,Jennifer Savage,31/05/1996,0
12/07/2016,Larry Coffman,3/06/1996,0
12/07/2016,Jason Villegas,8/06/1996,0
12/07/2016,Henry Brunson,21/06/1996,0
12/07/2016,Lora Emerald,30/06/1996,0
12/07/2016,Florine Kim,14/07/1996,0
12/07/2016,Mary Murray,17/07/1996,0
12/07/2016,Ruby Pace,24/07/1996,0
12/07/2016,Paul Ollendick,25/07/1996,0
12/07/2016,Myra Segura,28/07/1996,0
12/07/2016,Cheryl Harris,30/07/1996,0
12/07/2016,Matthew Taylor,7/08/1996,0
12/07/2016,Cassidy Williams,14/08/1996,0
12/07/2016,Dora Sims,15/08/1996,0
12/07/2016,Edith Alexander,18/08/1996,0
12/07/2016,Lucia Davis,22/08/1996,0
12/07/2016,Cynthia Allen,29/08/1996,0
12/07/2016,Michael Walden,3/09/1996,0
12/07/2016,Janet Greene,6/09/1996,0
12/07/2016,Arthur Freund,7/09/1996,0
12/07/2016,Jeffrey Snow,9/09/1996,0
12/07/2016,Keith Hayward,9/09/1996,0
12/07/2016,Lucy Watson,11/09/1996,0
12/07/2016,Benjamin Kave,1/10/1996,0
12/07/2016,Jenni Ager,1/10/1996,0
12/07/2016,Sanford Huffman,2/10/1996,0
12/07/2016,John Gilstrap,14/10/1996,0
12/07/2016,Jane Burton,18/10/1996,0
12/07/2016,Tracy Strope,3/11/1996,0
12/07/2016,Shawn Niebaum,6/11/1996,0
12/07/2016,Willie Gould,8/11/1996,0
12/07/2016,Evalyn Kenney,14/11/1996,0
12/07/2016,James Albers,25/11/1996,0
12/07/2016,Christine Victoria,26/11/1996,0
12/07/2016,Suzanne Larson,2/12/1996,0
12/07/2016,Michael Sutton,5/12/1996,0
12/07/2016,Christi Macpartland,11/12/1996,0
12/07/2016,Keith Rains,15/12/1996,0
12/07/2016,Ivan Sundby,23/12/1996,0
12/07/2016,Olivia Aspinall,24/12/1996,0
12/07/2016,Daniel Cortez,28/12/1996,0
12/07/2016,Gary Arnold,30/12/1996,0
12/07/2016,Sean Cole,5/01/1997,0
12/07/2016,Gerry Jenkins,6/01/1997,0
12/07/2016,Homer Castro,10/01/1997,0
12/07/2016,Jeanine Jones,16/01/1997,0
12/07/2016,Earl Weber,24/01/1997,0
12/07/2016,David Graves,3/02/1997,0
12/07/2016,Troy Miller,13/02/1997,0
12/07/2016,Lewis Rustrian,25/02/1997,0
12/07/2016,Shirley Walter,4/03/1997,0
12/07/2016,Katrina Beasley,6/03/1997,0
12/07/2016,Bryant Ahearn,8/03/1997,0
12/07/2016,Thomas Kim,19/03/1997,0
12/07/2016,Mary Vanauker,24/03/1997,0
12/07/2016,Dean Jennings,30/03/1997,0
12/07/2016,Thomas Mann,5/04/1997,0
12/07/2016,Deanne Fisher,8/04/1997,0
12/07/2016,Beulah Lindsey,10/04/1997,0
12/07/2016,Jeanette Stupar,10/04/1997,0
12/07/2016,Roger Williams,10/04/1997,0
12/07/2016,Melissa Balser,11/04/1997,0
12/07/2016,Robert Zohn,22/04/1997,0
12/07/2016,Sandra Gavenda,24/04/1997,0
12/07/2016,Donna Riess,1/05/1997,0
12/07/2016,Thomas Vanderwal,6/05/1997,0
12/07/2016,Evelyn Garcia,11/05/1997,0
12/07/2016,Charles Crandall,12/05/1997,0
12/07/2016,Leonard Poole,14/05/1997,0
12/07/2016,Lisa Gustavson,22/05/1997,0
12/07/2016,Bruce Killeen,23/05/1997,0
12/07/2016,Ada Tejeda,24/05/1997,0
12/07/2016,Amy Soto,28/05/1997,0
12/07/2016,Polly Mujalli,28/05/1997,0
12/07/2016,Alicia Turnage,2/06/1997,0
12/07/2016,Richard Hayhoe,5/06/1997,0
12/07/2016,Michael Alvarado,5/07/1997,0
12/07/2016,Teresa Bahlmann,9/07/1997,0
12/07/2016,Thomas Harbert,21/07/1997,0
12/07/2016,Frank Figueroa,23/07/1997,0
12/07/2016,Laura Ortiz,23/07/1997,0
12/07/2016,Ricky Ruiz,27/07/1997,0
12/07/2016,Sheila Litecky,30/07/1997,0
12/07/2016,Barbara Grams,3/08/1997,0
12/07/2016,Raymond Shannon,6/08/1997,0
12/07/2016,Kenneth Towns,16/08/1997,0
12/07/2016,Heather Baxter,21/08/1997,0
12/07/2016,Marsha Kennedy,27/08/1997,0
12/07/2016,Isreal Jones,5/09/1997,0
12/07/2016,Melody Whitlock,5/09/1997,0
12/07/2016,Sharon Barton,8/09/1997,0
12/07/2016,Gayle Alexander,16/09/1997,0
12/07/2016,Alice Seidel,18/09/1997,0
12/07/2016,Keith Sharp,23/09/1997,0
12/07/2016,Daniel Guzman,4/10/1997,0
12/07/2016,Jessica Flynn,4/10/1997,0
12/07/2016,Daniel Harris,7/10/1997,0
12/07/2016,Kathryn Dean,11/10/1997,0
12/07/2016,Carolyn Ave,29/10/1997,0
12/07/2016,Ana Coleman,5/11/1997,0
13/07/2016,Gary Mullis,27/11/1989,0
13/07/2016,Kenneth Hooker,27/05/1990,0
13/07/2016,Andrea Hutton,18/04/1991,0
13/07/2016,Steven Estevez,13/01/1992,0
13/07/2016,Frances Bateman,6/05/1992,0
13/07/2016,Stacy Judd,2/06/1992,0
13/07/2016,Roberta Miller,25/06/1992,0
13/07/2016,Pablo Weidler,27/09/1992,0
13/07/2016,Jose Goldman,15/10/1992,0
13/07/2016,William Rasmussen,17/03/1993,0
13/07/2016,Michael Mcbride,26/04/1993,0
13/07/2016,Joseph Higgins,9/05/1993,0
13/07/2016,Dale Kirkwood,22/05/1993,0
13/07/2016,Patricia Whitley,8/06/1993,0
13/07/2016,John Velis,17/06/1993,0
13/07/2016,Judith Sanders,26/08/1993,0
13/07/2016,Mary Garret,12/11/1993,0
13/07/2016,Marion Marceau,20/11/1993,0
13/07/2016,Joshua Heimsness,12/12/1993,0
13/07/2016,Karen Keeney,25/12/1993,0
13/07/2016,Freda Shepardson,28/02/1994,0
13/07/2016,Maria Troutman,25/04/1994,0
13/07/2016,Nick Cropsey,4/05/1994,0
13/07/2016,Richard Gwinn,9/07/1994,0
13/07/2016,Debbie Mcneil,12/07/1994,0
13/07/2016,Victoria Moak,16/07/1994,0
13/07/2016,David Gismondi,21/07/1994,0
13/07/2016,Etha Holt,5/08/1994,0
13/07/2016,Tabitha Bower,21/08/1994,0
13/07/2016,Janice Mcnatt,28/08/1994,0
13/07/2016,Ruby Stott,31/08/1994,0
13/07/2016,Roberta Shelley,1/09/1994,0
13/07/2016,Roderick Anding,3/09/1994,0
13/07/2016,Elease Dicus,24/09/1994,0
13/07/2016,Robert Featherston,8/10/1994,0
13/07/2016,Joann Dimick,9/10/1994,0
13/07/2016,Dong Brett,17/11/1994,0
13/07/2016,Debra Brown,19/11/1994,0
13/07/2016,Kirby Roberts,26/11/1994,0
13/07/2016,Wai Houlahan,11/12/1994,0
13/07/2016,Barbara Mchale,19/12/1994,0
13/07/2016,Judith Wyatt,16/01/1995,0
13/07/2016,Virginia Smith,2/02/1995,0
13/07/2016,Russell Strader,9/03/1995,0
13/07/2016,Adrian Whapham,11/03/1995,0
